what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1411379944875
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1411379950881
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411380104666
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411380105540
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411380105836
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411380113481
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1411380113512
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411380120283
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411380121000
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1411380121078
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411380121656
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411380122390
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1411380122859
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411380128475
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411380135589
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411380143842
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411380145293
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1411380145715
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411380209753
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411380210455
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411380210938
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411380219894
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1411380219925
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411380227101
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411380228443
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411380229598
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411380234638
