what,kind,bundleId,bundleVersion,description,time
os,sysinfo,,,"win32",1414832256655
arch,sysinfo,,,"x86",1414832256655
ws,sysinfo,,,"win32",1414832256655
locale,sysinfo,,,"zh_CN",1414832256655
processors,sysinfo,,,"4",1414832256655
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1414832256655
java.runtime.version,sysinfo,,,"1.6.0_10-rc2-b32",1414832256655
java.specification.name,sysinfo,,,"Java Platform API Specification",1414832256655
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1414832256655
java.specification.version,sysinfo,,,"1.6",1414832256655
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1414832256655
java.version,sysinfo,,,"1.6.0_10-rc2",1414832256655
java.vm.info,sysinfo,,,"mixed mode",1414832256655
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1414832256655
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1414832256655
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1414832256655
java.vm.specification.version,sysinfo,,,"1.0",1414832256655
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1414832256655
java.vm.version,sysinfo,,,"11.0-b15",1414832256655
started,bundle,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui",1414832259315
started,bundle,org.eclipse.jdt.debug,3.6.0.v20100526,"org.eclipse.jdt.debug",1414832260758
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1414832260801
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1414832260940
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1414832262167
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1414832270265
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1414832270276
started,bundle,org.eclipse.help.base,3.5.0.v201006080911,"org.eclipse.help.base",1414832516395
started,bundle,org.eclipse.help.ui,3.5.0.v20100517,"org.eclipse.help.ui",1414832516400
started,bundle,org.eclipse.equinox.http.jetty,2.0.0.v20100503,"org.eclipse.equinox.http.jetty",1414832516422
