what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410312466567
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410312468870
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410312469606
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410312476429
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410312476571
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410312479196
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410312479791
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410312484963
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410312485728
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410312495786
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410312496991
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410312502285
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410312502389
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410312505574
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410312506206
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1410312510820
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410312513918
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410312514014
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410312516936
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410312517661
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1410312524436
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1410312525633
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410312536211
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410312627341
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410312629302
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410312654956
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1410312695954
