what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411090981144
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1411090981175
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1411090985184
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1411091005620
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1411091007570
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411091008818
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411091009474
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411091009848
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411091019443
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1411091019474
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411091035870
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411091038897
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411091039225
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411091051004
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1411091051426
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411091134028
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411091134730
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411091135027
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411091154450
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411091213013
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411091222858
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1411091222873
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1411091232405
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411091274697
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411091275477
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411091275773
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411091290859
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1411091290875
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1411091307036
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411091307754
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411091308362
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411091308738
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411091309674
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411091309909
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411091310860
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411091313326
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411091348058
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1411091360108
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1411091406621
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1411091410410
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1411091448655
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1411091457898
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411091488904
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411091489503
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411091489860
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411091496994
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1411091497025
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411091503008
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411091508617
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1411091511918
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411091514448
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411091582841
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1411091584604
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1411091593896
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.ClassFileEditor",1411091594064
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.ClassFileEditor",1411091594118
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1411091595709
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.ClassFileEditor",1411091595710
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1411091596308
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1411091598459
