what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1414722077630
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1414722085906
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1414722099846
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1414722100293
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1414722182507
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1414722304458
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1414722307809
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1414722313081
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1414722340257
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1414722346713
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1414722349137
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1414722353032
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1414722460961
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1414722471928
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1414722478699
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1414722484256
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1414722492631
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1414722681846
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1414722685598
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1414722689534
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1414722738910
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1414722744673
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1414722747009
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1414722758750
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1414722762334
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1414722872561
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1414722878177
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1414722880621
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1414722881157
started,bundle,org.eclipse.jdt.apt.core,3.3.400.v20100513-0845,"org.eclipse.jdt.apt.core",1414722887114
