what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1400817947683
started,bundle,org.eclipse.mylyn.commons.net,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.net",1400817947683
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1400817947683
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1400817947683
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1400817947683
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1400817947699
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1400817947699
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1400817947699
started,bundle,org.eclipse.team.core,3.5.100.I20100527-0800,"org.eclipse.team.core",1400817947699
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1400817947699
started,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1400817947699
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1400817947699
started,bundle,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui",1400817947699
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1400817947699
started,bundle,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.editors",1400817947699
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1400817947699
started,bundle,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.ide",1400817947699
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1400817947699
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1400817947715
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1400817947715
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1400817947715
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1400817947715
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1400817947715
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1400817947715
os,sysinfo,,,"win32",1400817947715
arch,sysinfo,,,"x86",1400817947715
ws,sysinfo,,,"win32",1400817947715
locale,sysinfo,,,"zh_CN",1400817947715
processors,sysinfo,,,"4",1400817947715
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1400817947715
java.runtime.version,sysinfo,,,"1.6.0_10-rc2-b32",1400817947715
java.specification.name,sysinfo,,,"Java Platform API Specification",1400817947715
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1400817947715
java.specification.version,sysinfo,,,"1.6",1400817947715
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1400817947715
java.version,sysinfo,,,"1.6.0_10-rc2",1400817947715
java.vm.info,sysinfo,,,"mixed mode",1400817947715
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1400817947715
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1400817947715
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1400817947715
java.vm.specification.version,sysinfo,,,"1.0",1400817947715
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1400817947715
java.vm.version,sysinfo,,,"11.0-b15",1400817947715
started,bundle,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui",1400817954469
started,bundle,org.eclipse.jdt.debug,3.6.0.v20100526,"org.eclipse.jdt.debug",1400817954922
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1400817954937
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400817955483
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400817971011
started,bundle,org.eclipse.jdt.junit,3.6.0.v20100526-0800,"org.eclipse.jdt.junit",1400817986534
started,bundle,org.eclipse.help.base,3.5.0.v201006080911,"org.eclipse.help.base",1400818003242
started,bundle,org.eclipse.help.ui,3.5.0.v20100517,"org.eclipse.help.ui",1400818003258
started,bundle,org.eclipse.equinox.http.jetty,2.0.0.v20100503,"org.eclipse.equinox.http.jetty",1400818003351
started,bundle,org.eclipse.equinox.http.servlet,1.1.0.v20100503,"org.eclipse.equinox.http.servlet",1400818003554
started,bundle,org.eclipse.equinox.http.registry,1.1.0.v20100503,"org.eclipse.equinox.http.registry",1400818003944
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400818015145
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400818015660
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400818016221
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400818044173
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400818133110
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400818133921
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400818134280
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400818158142
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400818209924
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400818210080
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400818212373
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400818228073
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400818230538
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400818238085
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400818238444
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400818324693
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1400818327501
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1400818329794
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400818331572
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400818404571
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400818405678
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400818405865
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1400818406536
