what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1411963022226
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411963022241
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1411963022257
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1411963039731
closed,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1411963039731
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411963049391
opened,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1411963050499
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411963050514
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1411963050546
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1411963104153
closed,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1411963104153
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411963116330
opened,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1411963117234
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411963117250
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1411963117266
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1411963170691
closed,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1411963170691
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411963173192
opened,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1411963174315
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411963174347
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1411963174378
no handler,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1411963202800
no handler,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1411963202800
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1411963272848
closed,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1411963272848
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411963276378
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411963276924
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1411963278764
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1411963278764
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411963420646
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411963509020
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1411963511469
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1411963514932
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1411963514979
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1411963522374
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1411963532046
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1411963536024
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1411963536024
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1411963538676
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1411963538894
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1411963538925
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1411963542778
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1411963542778
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411963658437
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411963659326
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411963659701
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411963660137
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411963660730
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411963661276
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411963690729
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411963691306
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1411963763831
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1411963763862
