what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1403085439474
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1403085445838
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1403085462415
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1403085469329
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403085477315
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403085478085
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403085478899
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403085490543
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1403085516506
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1403085516734
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1403085517024
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1403085517374
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1403085517941
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1403085518425
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1403085518897
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1403085519605
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1403085519938
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1403085520545
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1403085521310
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1403085521818
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1403085523026
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1403085530271
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1403085534213
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1403085537949
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1403085556018
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1403085557911
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1403085572419
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1403085576529
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403085583052
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403085583837
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403085584688
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403085597395
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1403085611657
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403085621318
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403085621436
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1403085636405
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403085654987
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403085655749
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403085656755
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403085667787
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403085673077
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403085675078
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403085677745
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403085683281
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1403085685098
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1403085686179
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1403085700498
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1403085703717
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1403085708738
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1403085717012
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1403085718852
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1403085722404
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403085725528
