what,kind,bundleId,bundleVersion,description,time
arch,sysinfo,,,"x86",1415358875820
ws,sysinfo,,,"win32",1415358875820
locale,sysinfo,,,"zh_CN",1415358875820
processors,sysinfo,,,"4",1415358875820
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1415358875820
java.runtime.version,sysinfo,,,"1.6.0_10-rc2-b32",1415358875820
java.specification.name,sysinfo,,,"Java Platform API Specification",1415358875820
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1415358875820
java.specification.version,sysinfo,,,"1.6",1415358875820
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1415358875820
java.version,sysinfo,,,"1.6.0_10-rc2",1415358875820
java.vm.info,sysinfo,,,"mixed mode",1415358875820
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1415358875820
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1415358875820
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1415358875820
java.vm.specification.version,sysinfo,,,"1.0",1415358875820
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1415358875820
java.vm.version,sysinfo,,,"11.0-b15",1415358875820
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1415358913490
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1415358931543
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1415358933648
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1415359464653
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1415359466118
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1415360018153
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1415360018217
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1415360045163
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1415360046570
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1415360050433
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1415360051965
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1415360052037
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1415360053444
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1415360053614
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1415360053657
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1415360053841
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1415360054994
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1415360055297
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1415360058261
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1415360059074
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1415360072596
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1415360074442
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1415360074451
started,bundle,org.eclipse.help.base,3.5.0.v201006080911,"org.eclipse.help.base",1415360077664
started,bundle,org.eclipse.help.ui,3.5.0.v20100517,"org.eclipse.help.ui",1415360077669
started,bundle,org.eclipse.equinox.http.jetty,2.0.0.v20100503,"org.eclipse.equinox.http.jetty",1415360077698
started,bundle,org.eclipse.equinox.http.servlet,1.1.0.v20100503,"org.eclipse.equinox.http.servlet",1415360077746
started,bundle,org.eclipse.equinox.http.registry,1.1.0.v20100503,"org.eclipse.equinox.http.registry",1415360077991
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1415360079151
started,bundle,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui",1415360081056
started,bundle,org.eclipse.jdt.debug,3.6.0.v20100526,"org.eclipse.jdt.debug",1415360082980
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1415360082980
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1415360092683
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1415360110067
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1415360123272
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1415360130433
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1415360183488
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1415360192223
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1415360216224
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1415360226086
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1415360340455
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1415360444008
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1415360444027
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1415360444028
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1415360606773
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1415360626859
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1415360639865
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1415360642116
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1415360647231
